5,3
5.099314481223062,3.0273109878450053
5.449878778624246,3.254970104481287
5.80044307602543,3.4826292211175685
5.898609838463191,3.513814842646794
6.068049314285672,3.614628633949063
6.259884782848241,3.856873260598374
6.358051545286002,3.8880588821276
6.527491021108483,3.988872673429869
6.690816632816997,4.37364370217299
6.756161300408018,4.453263615857288
6.825912138545691,4.529053303920824
7.002566571953302,4.907889958902146
7.179221005360914,5.286726613883468
7.267548222064719,5.476144941374129
7.44420265547233,5.854981596355452
7.510926929848091,5.93344896184394
7.581989857035111,6.008009786794369
7.7652289963929455,6.383705698147424
7.94846813575078,6.75940160950048
7.967457785503654,6.860637222996615
7.98246181076946,6.962539801293236
8.172229839660597,7.334980528403969
8.267113854106166,7.521200891959336
8.456881882997303,7.89364161907007
8.64664991188844,8.266082346180804
